Student_ID,Age,Study_Hours,Attendance_Percent,Assignments_Score,Midterm_Score,Final_Score,Projects_Score
997,18,6.12,67.11,64.13,67.03,37.61,42.57
998,21,8.9,96.23,79.4,82.8,67.6,63.41
999,25,5.98,84.13,91.44,77.64,84.66,51.42
1000,20,10.7,90.37,55.39,70.57,63.56,55.46
1001,23,6.63,70.11,66.52,50.94,35.15,33.77
1002,24,1.98,88.25,69.73,35.05,3.33,30.14
1003,18,7.01,64.9,51.06,63.2,51.07,31.43
1004,18,6.26,88.68,80.87,69.72,43.53,62.98
1005,18,8.08,80.06,61.14,64.56,40.67,39.51
1006,22,6.85,84.64,69.07,61.13,45.4,34.6
1007,21,5.22,63.89,65.22,53.71,46.39,38.03
1008,22,3.05,67.26,60.16,55.76,34.08,41.46
1009,21,5.08,85.17,71.89,56.52,40.71,35.94
1010,25,3.8,66.62,68.77,39.61,27.72,30.28
1011,22,4.34,83.56,66.42,61.32,34.35,67.42
1012,22,6.68,61.59,61.07,58.25,39.28,35.11
1013,23,8.84,88.18,76.79,77.91,66.16,53.01
1014,20,6.29,63.21,96.8,94.48,74.78,65.08
1015,22,3.11,84.63,74.1,52.98,43.96,43.15
1016,23,6.39,85.51,86.94,76.27,64.74,66.0
1017,19,7.89,69.64,51.15,47.91,32.29,46.45
1018,20,4.28,84.98,74.37,55.83,46.91,45.43
1019,25,5.23,81.13,55.54,57.57,35.49,28.33
1020,22,5.53,71.53,49.85,33.98,12.47,45.05
1021,24,3.93,65.9,60.91,51.23,24.01,40.25
1022,18,6.8,54.45,89.88,77.63,56.15,78.85
1023,19,5.26,82.2,86.25,68.88,60.7,34.89
1024,19,6.34,59.22,75.65,77.33,48.45,56.91
1025,25,3.73,79.14,49.01,45.2,12.57,53.47
1026,23,4.63,74.84,69.06,71.26,44.33,46.51
1027,19,6.94,86.15,76.53,59.93,52.15,48.9
1028,20,4.75,74.38,74.63,61.42,43.29,53.08
1029,22,8.95,74.05,44.34,61.05,51.64,31.87
1030,22,4.7,86.78,58.65,40.37,38.66,34.54
1031,24,5.95,82.02,71.04,72.43,45.46,48.18
1032,25,7.37,81.79,80.04,96.73,63.54,55.77
1033,18,2.66,83.63,39.06,31.96,2.59,38.52
1034,23,1.98,59.57,69.57,51.23,29.52,49.22
1035,18,2.45,87.08,74.15,51.42,46.25,49.34
1036,19,8.03,85.35,84.74,71.57,59.45,66.12
1037,25,4.4,65.8,82.39,44.69,31.42,46.71
1038,24,10.62,75.07,80.74,79.81,82.99,51.2
1039,18,4.37,77.53,60.0,36.57,29.5,31.21
1040,20,5.87,76.39,43.38,64.38,39.78,37.1
1041,22,8.58,82.01,66.1,69.54,44.97,38.69
1042,19,9.51,95.18,87.02,82.45,81.0,57.15
1043,24,9.62,90.98,92.9,98.48,75.08,63.67
1044,18,7.92,62.25,82.66,65.91,42.7,76.9
1045,23,7.55,85.46,78.44,65.67,52.89,25.86
1046,20,6.69,93.95,77.69,70.15,52.03,52.38
1047,20,7.06,82.64,63.66,73.53,50.2,66.05
1048,18,4.4,91.09,70.05,61.13,30.02,49.12
1049,22,3.86,100.0,97.04,71.31,66.27,69.99
1050,18,5.49,90.28,57.86,54.58,49.01,42.05
1051,19,5.16,80.99,96.22,77.56,41.78,57.31
1052,18,4.59,90.54,67.17,57.33,49.53,23.29
1053,20,6.89,79.74,91.88,67.81,50.99,62.08
1054,24,7.41,78.29,50.9,58.1,48.47,31.52
1055,18,5.68,73.78,80.79,56.4,43.52,43.87
1056,22,8.46,96.76,60.95,68.15,56.82,41.59
1057,25,3.22,68.18,50.77,35.98,13.99,50.1
1058,24,5.11,96.39,75.28,87.25,70.95,81.01
1059,23,4.07,84.0,87.14,63.79,36.25,58.35
1060,21,1.77,61.21,59.33,25.65,13.38,28.9
1061,18,5.33,82.41,49.51,47.23,40.1,23.65
1062,22,5.26,52.8,70.62,65.06,44.41,54.05
1063,24,8.53,85.51,70.69,89.72,87.99,74.2
1064,22,6.76,88.62,80.22,65.28,50.13,51.64
1065,23,3.45,70.89,86.24,45.42,42.32,27.24
1066,20,9.21,79.48,71.11,84.11,64.28,62.03
1067,22,7.94,100.0,99.83,72.87,82.66,74.98
1068,24,6.66,71.93,75.36,63.75,47.97,35.66
1069,22,5.05,65.29,66.8,54.35,30.81,46.68
1070,22,3.58,95.78,47.83,39.93,36.15,36.91
1071,22,4.76,100.0,68.06,63.35,42.17,46.92
1072,19,7.68,78.04,66.95,60.7,35.58,39.32
1073,19,9.27,90.14,86.4,81.86,67.77,71.82
1074,20,8.59,94.1,78.94,77.62,72.41,53.04
1075,18,4.52,69.09,54.31,49.46,39.63,23.08
1076,22,3.26,72.18,74.58,55.04,34.7,27.64
1077,23,5.78,92.77,82.07,72.63,68.81,69.14
1078,18,1.96,98.22,94.92,68.5,37.27,66.5
1079,23,6.15,84.75,85.31,75.43,54.44,59.67
1080,18,5.2,67.44,83.41,71.23,46.13,52.24
1081,20,4.57,100.0,72.9,42.55,37.33,39.29
1082,22,2.31,71.63,77.82,52.55,31.48,37.98
1083,22,6.53,73.98,90.74,80.81,67.42,58.35
1084,21,4.43,82.11,52.01,53.63,27.17,16.72
1085,23,3.16,96.65,66.76,42.43,32.36,34.08
1086,18,0.5,88.25,60.41,28.64,12.19,31.36
1087,18,5.44,82.98,77.69,58.77,37.38,57.11
1088,25,9.04,83.56,90.45,91.29,74.74,
1089,25,8.82,78.52,63.05,80.3,58.01,58.6
1090,19,4.59,84.7,36.15,34.15,16.46,39.44
1091,21,4.3,47.65,65.82,62.46,31.23,56.89
1092,24,6.44,74.44,85.7,74.12,56.95,63.41
1093,25,3.5,80.9,80.06,56.81,35.43,51.22
1094,24,6.1,64.19,78.42,65.43,57.7,43.37
1095,19,7.03,82.64,67.8,72.88,42.76,57.89
1096,19,7.95,75.55,52.81,64.12,38.6,58.58
1097,19,5.3,99.07,79.73,87.81,88.1,62.58
1098,23,5.09,96.88,59.49,44.57,26.03,58.36
1099,23,3.74,72.41,100.0,75.16,40.97,49.47
1100,20,3.85,76.19,80.56,54.4,44.87,39.27
1101,20,5.05,77.11,63.29,46.3,13.71,49.87
1102,19,6.23,72.58,62.83,59.39,38.45,47.32
1103,21,7.33,80.34,70.61,69.52,72.37,64.12
1104,18,3.89,68.9,68.41,82.38,31.02,52.2
1105,23,8.49,64.43,88.75,80.91,46.2,53.61
1106,21,4.96,85.47,74.8,49.67,26.28,45.18
1107,22,5.46,85.55,61.03,58.12,48.36,28.03
1108,23,4.01,68.35,100.0,50.28,51.85,47.28
1109,23,0.65,88.74,72.74,41.69,18.75,53.04
1110,20,7.27,70.42,83.53,75.18,63.62,66.93
1111,18,6.97,81.04,62.88,70.42,62.39,51.27
1112,18,4.94,87.84,77.45,72.08,67.4,36.89
1113,25,5.63,77.6,76.67,59.67,42.77,47.24
1114,24,6.53,83.46,43.66,48.63,11.91,21.19
1115,24,2.37,71.8,100.0,56.84,33.26,71.57
1116,24,4.44,75.64,91.36,56.73,40.9,50.57
1117,24,7.09,75.53,66.04,67.78,46.43,37.58
1118,22,2.99,69.04,55.47,29.74,12.34,33.44
1119,22,6.09,75.88,77.21,62.67,57.53,45.53
1120,23,2.79,59.42,73.3,41.51,34.02,58.9
1121,19,6.43,72.11,77.34,73.76,51.04,47.5
1122,20,5.43,74.58,74.87,80.91,62.43,41.29
1123,20,2.27,74.93,79.59,39.84,29.55,24.82
1124,24,7.83,75.1,93.71,64.33,59.59,59.9
1125,23,4.03,77.26,80.52,59.16,49.37,46.41
1126,25,3.88,83.75,56.26,46.62,28.89,23.65
1127,21,5.9,88.49,92.44,76.63,80.19,74.12
1128,19,7.8,70.2,96.61,79.86,52.75,72.06
1129,23,3.47,63.56,100.0,66.87,41.75,62.3
1130,19,5.62,65.5,55.15,56.5,31.83,53.99
1131,19,6.36,72.15,75.64,77.44,57.39,61.61
1132,19,6.89,73.78,40.77,30.42,33.47,19.44
1133,23,5.85,68.76,80.3,63.89,46.38,43.18
1134,24,4.77,62.45,63.78,56.28,19.76,52.14
1135,20,3.84,72.53,100.0,61.2,54.79,65.22
1136,20,5.67,80.18,60.38,73.21,52.93,48.59
1137,24,3.36,85.14,46.66,32.73,0.0,21.56
1138,19,0.5,71.31,64.93,37.3,13.8,44.75
1139,21,6.37,73.04,42.37,54.35,17.36,26.69
1140,18,7.31,66.88,83.27,69.12,47.91,55.56
1141,23,0.77,77.62,41.02,7.19,0.0,34.92
1142,18,3.48,67.82,72.43,49.47,37.29,39.22
1143,25,6.74,84.88,40.83,59.71,38.64,19.26
1144,24,9.61,56.57,67.2,72.05,42.36,40.13
1145,21,5.54,73.68,96.65,66.86,61.88,71.54
1146,23,4.04,81.61,77.41,68.01,32.33,55.39
1147,24,5.13,80.21,59.05,49.71,36.46,38.99
1148,19,8.25,100.0,71.53,67.24,52.72,45.97
1149,20,4.21,82.2,72.27,58.08,36.31,52.95
1150,18,3.9,65.95,79.09,66.81,45.48,44.78
1151,22,4.53,76.85,51.5,70.28,42.16,44.93
1152,22,3.59,56.69,80.89,67.13,50.51,46.77
1153,21,5.75,77.03,31.43,51.87,25.1,19.57
1154,19,8.75,68.0,62.55,64.34,51.85,40.05
1155,25,6.15,88.98,64.68,49.9,36.84,39.36
1156,18,5.0,71.41,81.5,65.43,47.44,53.79
1157,19,4.92,76.6,72.34,60.52,45.41,51.27
1158,18,2.37,70.37,50.92,26.71,8.67,0.0
1159,21,7.27,98.87,57.23,58.79,31.76,34.19
1160,21,5.34,74.15,74.98,66.61,48.77,47.81
1161,25,5.14,99.99,70.81,63.11,51.88,63.98
1162,22,11.89,87.77,63.31,87.41,67.97,42.51
1163,19,6.1,83.78,64.79,62.93,33.67,48.04
1164,23,4.0,82.42,82.44,56.26,55.05,67.11
1165,22,4.65,82.73,64.23,48.78,38.48,
1166,19,7.8,54.87,70.68,58.07,40.92,52.21
1167,22,5.73,74.65,100.0,95.75,58.7,62.35
1168,23,2.62,88.14,50.64,38.48,12.55,28.02
1169,20,7.34,77.41,44.22,51.43,46.71,26.56
1170,20,4.16,61.14,83.75,53.43,37.37,44.77
1171,25,9.25,77.37,61.82,100.0,63.76,82.35
1172,20,7.66,98.45,67.23,56.88,56.31,54.83
1173,20,4.61,92.96,60.28,47.29,27.11,51.12
1174,24,8.06,77.26,68.1,73.86,69.08,56.05
1175,18,5.64,89.42,95.98,81.33,76.63,48.87
1176,24,7.21,73.6,84.03,84.62,58.31,64.72
1177,24,6.47,57.55,84.93,90.67,53.67,73.23
1178,25,3.81,66.91,50.76,48.21,0.0,27.31
1179,24,4.21,96.75,54.73,36.39,14.03,44.43
1180,20,7.56,74.71,29.41,43.85,14.33,33.13
1181,23,4.83,75.08,59.86,55.32,35.32,60.5
1182,25,4.69,74.4,86.35,86.95,54.09,57.59
1183,25,3.59,100.0,79.75,44.25,26.49,36.87
1184,21,6.35,97.51,68.68,75.19,53.76,47.67
1185,25,9.63,100.0,71.67,79.72,74.38,68.94
1186,21,3.36,76.09,61.67,55.75,35.54,24.25
1187,25,5.55,81.55,75.07,62.46,29.32,30.1
1188,18,8.32,59.8,83.49,70.79,54.85,58.24
1189,20,5.34,95.72,47.76,55.14,24.03,32.19
1190,25,6.4,63.99,76.49,74.24,58.51,54.66
1191,20,3.38,80.6,85.99,70.51,54.16,66.62
1192,20,6.36,64.83,65.77,61.47,32.88,41.03
1193,22,5.13,70.93,82.51,59.89,37.04,34.65
1194,25,7.47,67.95,100.0,69.3,56.44,84.64
1195,19,7.87,70.71,70.43,78.43,35.97,43.3
1196,22,10.68,71.53,77.9,89.8,75.62,49.58
1197,19,6.66,71.42,60.93,50.49,34.42,52.74
1198,20,6.15,88.0,74.72,60.32,57.48,46.4
1199,20,5.89,64.74,78.9,62.28,34.61,51.92
1200,22,4.79,80.65,74.92,45.55,30.69,51.13
